district,name,state,statename,timestamp,dataname,data
573,Mandya,29,Karnataka,05-05-2020,Cases,28
606,Tiruvannamalai,33,Tamil Nadu,05-05-2020,Cases,76
622,Sivaganga,33,Tamil Nadu,05-05-2020,Cases,12
538,Mahabubnagar,36,Telangana,05-05-2020,Cases,12
640,South Andaman,35,Andaman & Nicobar Islands,05-05-2020,Cases,33
532,Adilabad,36,Telangana,05-05-2020,Cases,20
736,Kamareddy,36,Telangana,05-05-2020,Cases,12
137,Amroha,9,Uttar Pradesh,05-05-2020,Cases,31
338,Hooghly,19,West Bengal,05-05-2020,Cases,43
438,Dhar,23,Madhya Pradesh,05-05-2020,Cases,75
563,Uttara Kannada,29,Karnataka,05-05-2020,Cases,11
626,Ramanathapuram,33,Tamil Nadu,05-05-2020,Cases,21
31,Solan,2,Himachal Pradesh,05-05-2020,Cases,9
66,Nainital,5,Uttarakhand,05-05-2020,Cases,9
197,Varanasi,9,Uttar Pradesh,05-05-2020,Cases,68
355,Bokaro,20,Jharkhand,05-05-2020,Cases,11
593,Palakkad,32,Kerala,05-05-2020,Cases,15
596,Idukki,32,Kerala,05-05-2020,Cases,33
600,Kollam,32,Kerala,05-05-2020,Cases,29
611,The Nilgiris,33,Tamil Nadu,05-05-2020,Cases,13
19,Udhampur,1,Jammu & Kashmir,05-05-2020,Cases,21
48,Patiala,3,Punjab,05-05-2020,Cases,87
165,Jalaun,9,Uttar Pradesh,05-05-2020,Cases,4
226,Munger,10,Bihar,05-05-2020,Cases,102
222,Begusarai,10,Bihar,05-05-2020,Cases,13
312,Jorhat,18,Assam,05-05-2020,Cases,8
433,Mandsaur,23,Madhya Pradesh,05-05-2020,Cases,35
446,Raisen,23,Madhya Pradesh,05-05-2020,Cases,63
484,Panch Mahals,24,Gujarat,05-05-2020,Cases,45
524,Latur,27,Maharashtra,05-05-2020,Cases,19
527,Satara,27,Maharashtra,05-05-2020,Cases,79
38,Hoshiarpur,3,Punjab,05-05-2020,Cases,88
70,Ambala,6,Haryana,05-05-2020,Cases,37
162,Auraiya,9,Uttar Pradesh,05-05-2020,Cases,13
191,Azamgarh,9,Uttar Pradesh,05-05-2020,Cases,8
298,East Khasi Hills,17,Meghalaya,05-05-2020,Cases,12
740,Sangareddy,36,Telangana,05-05-2020,Cases,7
541,Khammam,36,Telangana,05-05-2020,Cases,8
23,Chamba,2,Himachal Pradesh,05-05-2020,Cases,6
74,Karnal,6,Haryana,05-05-2020,Cases,9
150,Bareilly,9,Uttar Pradesh,05-05-2020,Cases,9
187,Mahrajganj,9,Uttar Pradesh,05-05-2020,Cases,7
104,Alwar,8,Rajasthan,05-05-2020,Cases,12
754,Sambhal,9,Uttar Pradesh,05-05-2020,Cases,20
136,Rampur,9,Uttar Pradesh,05-05-2020,Cases,25
173,Pratapgarh,9,Uttar Pradesh,05-05-2020,Cases,11
775,Kalimpong,19,West Bengal,05-05-2020,Cases,6
421,Gwalior,23,Madhya Pradesh,05-05-2020,Cases,6
469,Banas Kantha,24,Gujarat,05-05-2020,Cases,39
731,Chhota Udepur,24,Gujarat,05-05-2020,Cases,14
530,Kolhapur,27,Maharashtra,05-05-2020,Cases,14
562,Dharwad,29,Karnataka,05-05-2020,Cases,11
535,Medak,36,Telangana,05-05-2020,Cases,5
15,Kulgam,1,Jammu & Kashmir,05-05-2020,Cases,11
24,Kangra,2,Himachal Pradesh,05-05-2020,Cases,5
68,Hardwar,5,Uttarakhand,05-05-2020,Cases,10
75,Panipat,6,Haryana,05-05-2020,Cases,28
149,Budaun,9,Uttar Pradesh,05-05-2020,Cases,16
145,Mathura,9,Uttar Pradesh,05-05-2020,Cases,33
124,Dungarpur,8,Rajasthan,05-05-2020,Cases,7
194,Jaunpur,9,Uttar Pradesh,05-05-2020,Cases,5
195,Ghazipur,9,Uttar Pradesh,05-05-2020,Cases,6
133,Muzaffarnagar,9,Uttar Pradesh,05-05-2020,Cases,24
236,Gaya,10,Bihar,05-05-2020,Cases,6
224,Bhagalpur,10,Bihar,05-05-2020,Cases,12
229,Nalanda,10,Bihar,05-05-2020,Cases,36
230,Patna,10,Bihar,05-05-2020,Cases,44
322,Kamrup Metropolitan,18,Assam,05-05-2020,Cases,5
336,Nadia,19,West Bengal,05-05-2020,Cases,8
777,Paschim Bardhaman,19,West Bengal,05-05-2020,Cases,7
410,Raipur,22,Chhattisgarh,05-05-2020,Cases,7
436,Shajapur,23,Madhya Pradesh,05-05-2020,Cases,7
503,Amravati,27,Maharashtra,05-05-2020,Cases,61
561,Gadag,29,Karnataka,05-05-2020,Cases,8
585,North Goa,30,Goa,05-05-2020,Cases,5
598,Alappuzha,32,Kerala,05-05-2020,Cases,5
750,Jayashankar Bhupalpally,36,Telangana,05-05-2020,Cases,5
4,Kargil,37,Ladakh,05-05-2020,Cases,9
22,Samba,1,Jammu & Kashmir,05-05-2020,Cases,7
42,Moga,3,Punjab,05-05-2020,Cases,28
79,Sirsa,6,Haryana,05-05-2020,Cases,6
76,Sonipat,6,Haryana,05-05-2020,Cases,78
153,Kheri,9,Uttar Pradesh,05-05-2020,Cases,4
143,Aligarh,9,Uttar Pradesh,05-05-2020,Cases,37
148,Mainpuri,9,Uttar Pradesh,05-05-2020,Cases,8
160,Kannauj,9,Uttar Pradesh,05-05-2020,Cases,7
130,Udaipur,8,Rajasthan,05-05-2020,Cases,15
301,Dhubri,18,Assam,05-05-2020,Cases,5
302,Goalpara,18,Assam,05-05-2020,Cases,5
328,Jalpaiguri,19,West Bengal,05-05-2020,Cases,4
344,Paschim Medinipur,19,West Bengal,05-05-2020,Cases,20
455,Chhindwara,23,Madhya Pradesh,05-05-2020,Cases,4
724,Agar Malwa,23,Madhya Pradesh,05-05-2020,Cases,12
471,Mahesana,24,Gujarat,05-05-2020,Cases,32
726,Botad,24,Gujarat,05-05-2020,Cases,33
468,Kachchh,24,Gujarat,05-05-2020,Cases,7
518,Mumbai Suburban,27,Maharashtra,05-05-2020,Cases,4
525,Osmanabad,27,Maharashtra,05-05-2020,Cases,3
528,Ratnagiri,27,Maharashtra,05-05-2020,Cases,11
569,Udupi,29,Karnataka,05-05-2020,Cases,4
635,Puducherry,34,Puducherry,05-05-2020,Cases,4
753,Bhadradri Kothagudem,36,Telangana,05-05-2020,Cases,4
12,Pulwama,1,Jammu & Kashmir,05-05-2020,Cases,9
6,Rajouri,1,Jammu & Kashmir,05-05-2020,Cases,4
51,Rupnagar,3,Punjab,05-05-2020,Cases,15
45,Faridkot,3,Punjab,05-05-2020,Cases,45
53,Sangrur,3,Punjab,05-05-2020,Cases,85
67,Udham Singh Nagar,5,Uttarakhand,05-05-2020,Cases,6
71,Yamunanagar,6,Haryana,05-05-2020,Cases,8
81,Bhiwani,6,Haryana,05-05-2020,Cases,4
202,Kasganj,9,Uttar Pradesh,05-05-2020,Cases,3
107,Karauli,8,Rajasthan,05-05-2020,Cases,3
170,Banda,9,Uttar Pradesh,05-05-2020,Cases,3
199,Mirzapur,9,Uttar Pradesh,05-05-2020,Cases,3
217,Gopalganj,10,Bihar,05-05-2020,Cases,18
237,Nawada,10,Bihar,05-05-2020,Cases,4
323,Nalbari,18,Assam,05-05-2020,Cases,3
304,Morigaon,18,Assam,05-05-2020,Cases,3
335,Purba Barddhaman,19,West Bengal,05-05-2020,Cases,5
378,Bhadrak,21,Odisha,05-05-2020,Cases,21
418,Sheopur,23,Madhya Pradesh,05-05-2020,Cases,5
423,Shivpuri,23,Madhya Pradesh,05-05-2020,Cases,3
429,Satna,23,Madhya Pradesh,05-05-2020,Cases,3
485,Dohad,24,Gujarat,05-05-2020,Cases,13
478,Porbandar,24,Gujarat,05-05-2020,Cases,3
483,Kheda,24,Gujarat,05-05-2020,Cases,12
499,Jalgaon,27,Maharashtra,05-05-2020,Cases,64
509,Chandrapur,27,Maharashtra,05-05-2020,Cases,4
590,Wayanad,32,Kerala,05-05-2020,Cases,7
733,Kumuram Bheem,36,Telangana,05-05-2020,Cases,7
737,Jagtial,36,Telangana,05-05-2020,Cases,4
33,Shimla,2,Himachal Pradesh,05-05-2020,Cases,2
40,Fatehgarh Sahib,3,Punjab,05-05-2020,Cases,12
54,Barnala,3,Punjab,05-05-2020,Cases,19
36,Kapurthala,3,Punjab,05-05-2020,Cases,20
61,Garhwal,5,Uttarakhand,05-05-2020,Cases,2
72,Kurukshetra,6,Haryana,05-05-2020,Cases,2
73,Kaithal,6,Haryana,05-05-2020,Cases,2
77,Jind,6,Haryana,05-05-2020,Cases,10
80,Hisar,6,Haryana,05-05-2020,Cases,4
151,Pilibhit,9,Uttar Pradesh,05-05-2020,Cases,3
155,Hardoi,9,Uttar Pradesh,05-05-2020,Cases,2
100,Hanumangarh,8,Rajasthan,05-05-2020,Cases,11
131,Pratapgarh,8,Rajasthan,05-05-2020,Cases,4
111,Sikar,8,Rajasthan,05-05-2020,Cases,7
118,Pali,8,Rajasthan,05-05-2020,Cases,28
158,Rae Bareli,9,Uttar Pradesh,05-05-2020,Cases,46
174,Kaushambi,9,Uttar Pradesh,05-05-2020,Cases,2
175,Allahabad,9,Uttar Pradesh,05-05-2020,Cases,14
277,Imphal West,14,Manipur,05-05-2020,Cases,1
360,Hazaribagh,20,Jharkhand,05-05-2020,Cases,3
382,Jajapur,21,Odisha,05-05-2020,Cases,53
395,Kalahandi,21,Odisha,05-05-2020,Cases,2
379,Kendrapara,21,Odisha,05-05-2020,Cases,2
374,Sundargarh,21,Odisha,05-05-2020,Cases,12
447,Betul,23,Madhya Pradesh,05-05-2020,Cases,2
729,Gir Somnath,24,Gujarat,05-05-2020,Cases,3
529,Sindhudurg,27,Maharashtra,05-05-2020,Cases,3
498,Dhule,27,Maharashtra,05-05-2020,Cases,36
567,Davanagere,29,Karnataka,05-05-2020,Cases,44
571,Tumkur,29,Karnataka,05-05-2020,Cases,7
586,South Goa,30,Goa,05-05-2020,Cases,2
616,Ariyalur,33,Tamil Nadu,05-05-2020,Cases,34
746,Nagarkurnool,36,Telangana,05-05-2020,Cases,2
738,Peddapalli,36,Telangana,05-05-2020,Cases,2
749,Warangal (Rural),36,Telangana,05-05-2020,Cases,2
752,Jangaon,36,Telangana,05-05-2020,Cases,3
14,Anantnag,1,Jammu & Kashmir,05-05-2020,Cases,110
18,Kishtwar,1,Jammu & Kashmir,05-05-2020,Cases,1
32,Sirmaur,2,Himachal Pradesh,05-05-2020,Cases,2
35,Gurdaspur,3,Punjab,05-05-2020,Cases,83
44,Muktsar,3,Punjab,05-05-2020,Cases,64
64,Almora,5,Uttarakhand,05-05-2020,Cases,1
78,Fatehabad,6,Haryana,05-05-2020,Cases,5
82,Rohtak,6,Haryana,05-05-2020,Cases,4
152,Shahjahanpur,9,Uttar Pradesh,05-05-2020,Cases,1
176,Bara Banki,9,Uttar Pradesh,05-05-2020,Cases,2
188,Gorakhpur,9,Uttar Pradesh,05-05-2020,Cases,2
156,Unnao,9,Uttar Pradesh,05-05-2020,Cases,3
161,Etawah,9,Uttar Pradesh,05-05-2020,Cases,3
106,Dhaulpur,8,Rajasthan,05-05-2020,Cases,15
115,Barmer,8,Rajasthan,05-05-2020,Cases,3
198,Bhadohi,9,Uttar Pradesh,05-05-2020,Cases,1
215,Darbhanga,10,Bihar,05-05-2020,Cases,5
227,Lakhisarai,10,Bihar,05-05-2020,Cases,4
219,Saran,10,Bihar,05-05-2020,Cases,8
259,Lohit,12,Arunachal Pradesh,05-05-2020,Cases,1
270,Kohima,13,Nagaland,05-05-2020,Cases,1
283,Aizawl,15,Mizoram,05-05-2020,Cases,1
709,Gomati,16,Tripura,05-05-2020,Cases,1
313,Golaghat,18,Assam,05-05-2020,Cases,2
307,Lakhimpur,18,Assam,05-05-2020,Cases,1
321,Kamrup,18,Assam,05-05-2020,Cases,1
316,Cachar,18,Assam,05-05-2020,Cases,1
318,Hailakandi,18,Assam,05-05-2020,Cases,1
758,South Salmara-mankachar,18,Assam,05-05-2020,Cases,1
334,Birbhum,19,West Bengal,05-05-2020,Cases,6
354,Dhanbad,20,Jharkhand,05-05-2020,Cases,2
367,Simdega,20,Jharkhand,05-05-2020,Cases,2
348,Kodarma,20,Jharkhand,05-05-2020,Cases,1
383,Dhenkanal,21,Odisha,05-05-2020,Cases,1
381,Cuttack,21,Odisha,05-05-2020,Cases,2
349,Giridih,20,Jharkhand,05-05-2020,Cases,1
387,Puri,21,Odisha,05-05-2020,Cases,1
409,Durg,22,Chhattisgarh,05-05-2020,Cases,9
408,Rajnandgaon,22,Chhattisgarh,05-05-2020,Cases,1
406,Bilaspur,22,Chhattisgarh,05-05-2020,Cases,1
424,Tikamgarh,23,Madhya Pradesh,05-05-2020,Cases,2
427,Sagar,23,Madhya Pradesh,05-05-2020,Cases,5
464,Jhabua,23,Madhya Pradesh,05-05-2020,Cases,5
725,Arvalli,24,Gujarat,05-05-2020,Cases,20
730,Mahisagar,24,Gujarat,05-05-2020,Cases,36
472,Sabar Kantha,24,Gujarat,05-05-2020,Cases,5
477,Jamnagar,24,Gujarat,05-05-2020,Cases,4
727,Morbi,24,Gujarat,05-05-2020,Cases,1
496,Dadra & Nagar Haveli,26,Dadra & Nagar Haveli,05-05-2020,Cases,2
507,Gondiya,27,Maharashtra,05-05-2020,Cases,1
502,Washim,27,Maharashtra,05-05-2020,Cases,2
514,Jalna,27,Maharashtra,05-05-2020,Cases,8
512,Hingoli,27,Maharashtra,05-05-2020,Cases,55
523,Bid,27,Maharashtra,05-05-2020,Cases,1
566,Chitradurga,29,Karnataka,05-05-2020,Cases,1
576,Kodagu,29,Karnataka,05-05-2020,Cases,1
597,Kottayam,32,Kerala,05-05-2020,Cases,30
615,Perambalur,33,Tamil Nadu,05-05-2020,Cases,37
751,Mahabubabad,36,Telangana,05-05-2020,Cases,1
739,Rajanna Sircilla,36,Telangana,05-05-2020,Cases,3
636,Mahe,34,Puducherry,05-05-2020,Cases,1
741,Siddipet,36,Telangana,05-05-2020,Cases,1
639,North  & Middle Andaman,35,Andaman & Nicobar Islands,05-05-2020,Cases,1
5,Punch,1,Jammu & Kashmir,05-05-2020,Cases,0
17,Ramban,1,Jammu & Kashmir,05-05-2020,Cases,1
20,Reasi,1,Jammu & Kashmir,05-05-2020,Cases,1
16,Doda,1,Jammu & Kashmir,05-05-2020,Cases,0
7,Kathua,1,Jammu & Kashmir,05-05-2020,Cases,1
25,Lahul & Spiti,2,Himachal Pradesh,05-05-2020,Cases,0
26,Kullu,2,Himachal Pradesh,05-05-2020,Cases,0
27,Mandi,2,Himachal Pradesh,05-05-2020,Cases,1
34,Kinnaur,2,Himachal Pradesh,05-05-2020,Cases,0
28,Hamirpur,2,Himachal Pradesh,05-05-2020,Cases,2
30,Bilaspur,2,Himachal Pradesh,05-05-2020,Cases,0
50,Tarn Taran,3,Punjab,05-05-2020,Cases,87
701,Fazilka,3,Punjab,05-05-2020,Cases,38
46,Bathinda,3,Punjab,05-05-2020,Cases,36
43,Firozpur,3,Punjab,05-05-2020,Cases,41
56,Uttarkashi,5,Uttarakhand,05-05-2020,Cases,0
57,Chamoli,5,Uttarakhand,05-05-2020,Cases,0
59,Tehri Garhwal,5,Uttarakhand,05-05-2020,Cases,0
58,Rudraprayag,5,Uttarakhand,05-05-2020,Cases,0
62,Pithoragarh,5,Uttarakhand,05-05-2020,Cases,0
63,Bageshwar,5,Uttarakhand,05-05-2020,Cases,0
65,Champawat,5,Uttarakhand,05-05-2020,Cases,0
83,Jhajjar,6,Haryana,05-05-2020,Cases,64
84,Mahendragarh,6,Haryana,05-05-2020,Cases,0
85,Rewari,6,Haryana,05-05-2020,Cases,0
765,Charkhi Dadri,6,Haryana,05-05-2020,Cases,0
180,Bahraich,9,Uttar Pradesh,05-05-2020,Cases,14
181,Shrawasti,9,Uttar Pradesh,05-05-2020,Cases,7
144,Mahamaya Nagar,9,Uttar Pradesh,05-05-2020,Cases,0
201,Etah,9,Uttar Pradesh,05-05-2020,Cases,3
159,Farrukhabad,9,Uttar Pradesh,05-05-2020,Cases,0
184,Siddharthnagar,9,Uttar Pradesh,05-05-2020,Cases,14
183,Gonda,9,Uttar Pradesh,05-05-2020,Cases,7
189,Kushinagar,9,Uttar Pradesh,05-05-2020,Cases,1
123,Rajsamand,8,Rajasthan,05-05-2020,Cases,5
126,Chittaurgarh,8,Rajasthan,05-05-2020,Cases,99
99,Ganganagar,8,Rajasthan,05-05-2020,Cases,0
186,Sant Kabir Nagar,9,Uttar Pradesh,05-05-2020,Cases,27
108,Sawai Madhopur,8,Rajasthan,05-05-2020,Cases,8
116,Jalor,8,Rajasthan,05-05-2020,Cases,0
121,Bundi,8,Rajasthan,05-05-2020,Cases,0
117,Sirohi,8,Rajasthan,05-05-2020,Cases,0
128,Baran,8,Rajasthan,05-05-2020,Cases,1
177,Faizabad,9,Uttar Pradesh,05-05-2020,Cases,1
163,Kanpur Dehat,9,Uttar Pradesh,05-05-2020,Cases,1
190,Deoria,9,Uttar Pradesh,05-05-2020,Cases,2
179,Sultanpur,9,Uttar Pradesh,05-05-2020,Cases,3
178,Ambedkar Nagar,9,Uttar Pradesh,05-05-2020,Cases,0
192,Mau,9,Uttar Pradesh,05-05-2020,Cases,1
172,Fatehpur,9,Uttar Pradesh,05-05-2020,Cases,0
193,Ballia,9,Uttar Pradesh,05-05-2020,Cases,0
166,Jhansi,9,Uttar Pradesh,05-05-2020,Cases,12
171,Chitrakoot,9,Uttar Pradesh,05-05-2020,Cases,0
196,Chandauli,9,Uttar Pradesh,05-05-2020,Cases,0
167,Lalitpur,9,Uttar Pradesh,05-05-2020,Cases,0
200,Sonbhadra,9,Uttar Pradesh,05-05-2020,Cases,0
706,Amethi,9,Uttar Pradesh,05-05-2020,Cases,1
169,Mahoba,9,Uttar Pradesh,05-05-2020,Cases,2
182,Balrampur,9,Uttar Pradesh,05-05-2020,Cases,1
168,Hamirpur,9,Uttar Pradesh,05-05-2020,Cases,0
203,Pashchim Champaran,10,Bihar,05-05-2020,Cases,11
204,Purba Champaran,10,Bihar,05-05-2020,Cases,9
206,Sitamarhi,10,Bihar,05-05-2020,Cases,5
205,Sheohar,10,Bihar,05-05-2020,Cases,1
221,Samastipur,10,Bihar,05-05-2020,Cases,1
212,Katihar,10,Bihar,05-05-2020,Cases,10
223,Khagaria,10,Bihar,05-05-2020,Cases,0
231,Bhojpur,10,Bihar,05-05-2020,Cases,18
232,Buxar,10,Bihar,05-05-2020,Cases,56
214,Saharsa,10,Bihar,05-05-2020,Cases,0
233,Kaimur (bhabua),10,Bihar,05-05-2020,Cases,31
234,Rohtas,10,Bihar,05-05-2020,Cases,52
238,Jamui,10,Bihar,05-05-2020,Cases,0
225,Banka,10,Bihar,05-05-2020,Cases,3
220,Vaishali,10,Bihar,05-05-2020,Cases,3
228,Sheikhpura,10,Bihar,05-05-2020,Cases,1
240,Arwal,10,Bihar,05-05-2020,Cases,5
239,Jehanabad,10,Bihar,05-05-2020,Cases,4
216,Muzaffarpur,10,Bihar,05-05-2020,Cases,0
213,Madhepura,10,Bihar,05-05-2020,Cases,2
209,Araria,10,Bihar,05-05-2020,Cases,2
208,Supaul,10,Bihar,05-05-2020,Cases,0
207,Madhubani,10,Bihar,05-05-2020,Cases,23
211,Purnia,10,Bihar,05-05-2020,Cases,1
210,Kishanganj,10,Bihar,05-05-2020,Cases,0
235,Aurangabad,10,Bihar,05-05-2020,Cases,13
241,North  District,11,Sikkim,05-05-2020,Cases,0
242,West District,11,Sikkim,05-05-2020,Cases,0
243,South District,11,Sikkim,05-05-2020,Cases,0
244,East District,11,Sikkim,05-05-2020,Cases,0
249,Upper Subansiri,12,Arunachal Pradesh,05-05-2020,Cases,0
260,Anjaw,12,Arunachal Pradesh,05-05-2020,Cases,0
253,Changlang,12,Arunachal Pradesh,05-05-2020,Cases,0
245,Tawang,12,Arunachal Pradesh,05-05-2020,Cases,0
248,Papum Pare,12,Arunachal Pradesh,05-05-2020,Cases,0
254,Tirap,12,Arunachal Pradesh,05-05-2020,Cases,0
251,East Siang,12,Arunachal Pradesh,05-05-2020,Cases,0
256,Kurung Kumey,12,Arunachal Pradesh,05-05-2020,Cases,0
255,Lower Subansiri,12,Arunachal Pradesh,05-05-2020,Cases,0
247,East Kameng,12,Arunachal Pradesh,05-05-2020,Cases,0
246,West Kameng,12,Arunachal Pradesh,05-05-2020,Cases,0
763,Kra Daadi,12,Arunachal Pradesh,05-05-2020,Cases,0
762,Namsai,12,Arunachal Pradesh,05-05-2020,Cases,0
761,Longding,12,Arunachal Pradesh,05-05-2020,Cases,0
252,Upper Siang,12,Arunachal Pradesh,05-05-2020,Cases,0
250,West Siang,12,Arunachal Pradesh,05-05-2020,Cases,0
257,Upper Dibang Valley,12,Arunachal Pradesh,05-05-2020,Cases,0
258,Lower Dibang Valley,12,Arunachal Pradesh,05-05-2020,Cases,0
764,Siang,12,Arunachal Pradesh,05-05-2020,Cases,0
261,Mon,13,Nagaland,05-05-2020,Cases,0
268,Longleng,13,Nagaland,05-05-2020,Cases,0
262,Mokokchung,13,Nagaland,05-05-2020,Cases,0
267,Tuensang,13,Nagaland,05-05-2020,Cases,0
269,Kiphire,13,Nagaland,05-05-2020,Cases,0
271,Peren,13,Nagaland,05-05-2020,Cases,0
264,Wokha,13,Nagaland,05-05-2020,Cases,0
263,Zunheboto,13,Nagaland,05-05-2020,Cases,0
266,Phek,13,Nagaland,05-05-2020,Cases,0
265,Dimapur,13,Nagaland,05-05-2020,Cases,0
770,Kamjong,14,Manipur,05-05-2020,Cases,0
272,Senapati,14,Manipur,05-05-2020,Cases,0
273,Tamenglong,14,Manipur,05-05-2020,Cases,0
768,Kakching,14,Manipur,05-05-2020,Cases,0
275,Bishnupur,14,Manipur,05-05-2020,Cases,0
280,Chandel,14,Manipur,05-05-2020,Cases,0
274,Churachandpur,14,Manipur,05-05-2020,Cases,0
278,Imphal East,14,Manipur,05-05-2020,Cases,1
766,Jiribam,14,Manipur,05-05-2020,Cases,0
767,Kangpokpi,14,Manipur,05-05-2020,Cases,0
276,Thoubal,14,Manipur,05-05-2020,Cases,0
769,Tengnoupal,14,Manipur,05-05-2020,Cases,0
279,Ukhrul,14,Manipur,05-05-2020,Cases,0
771,Noney,14,Manipur,05-05-2020,Cases,0
772,Pherzawl,14,Manipur,05-05-2020,Cases,0
282,Kolasib,15,Mizoram,05-05-2020,Cases,0
281,Mamit,15,Mizoram,05-05-2020,Cases,0
284,Champhai,15,Mizoram,05-05-2020,Cases,0
311,Sivasagar,18,Assam,05-05-2020,Cases,0
306,Sonitpur,18,Assam,05-05-2020,Cases,0
285,Serchhip,15,Mizoram,05-05-2020,Cases,0
286,Lunglei,15,Mizoram,05-05-2020,Cases,0
288,Saiha,15,Mizoram,05-05-2020,Cases,0
287,Lawngtlai,15,Mizoram,05-05-2020,Cases,0
292,North Tripura,16,Tripura,05-05-2020,Cases,1
291,Dhalai,16,Tripura,05-05-2020,Cases,27
707,Sepahijala,16,Tripura,05-05-2020,Cases,0
708,Khowai,16,Tripura,05-05-2020,Cases,0
289,West Tripura,16,Tripura,05-05-2020,Cases,0
290,South Tripura,16,Tripura,05-05-2020,Cases,0
710,Unakoti,16,Tripura,05-05-2020,Cases,0
297,Ribhoi,17,Meghalaya,05-05-2020,Cases,0
296,West Khasi Hills,17,Meghalaya,05-05-2020,Cases,0
714,East Jaintia Hills,17,Meghalaya,05-05-2020,Cases,0
295,South Garo Hills,17,Meghalaya,05-05-2020,Cases,0
293,West Garo Hills,17,Meghalaya,05-05-2020,Cases,0
294,East Garo Hills,17,Meghalaya,05-05-2020,Cases,0
299,West Jaintia Hills,17,Meghalaya,05-05-2020,Cases,0
326,Udalguri,18,Assam,05-05-2020,Cases,0
320,Chirang,18,Assam,05-05-2020,Cases,0
713,South West Khasi Hills,17,Meghalaya,05-05-2020,Cases,0
712,North Garo Hills,17,Meghalaya,05-05-2020,Cases,0
711,South West Garo Hills,17,Meghalaya,05-05-2020,Cases,0
309,Tinsukia,18,Assam,05-05-2020,Cases,0
308,Dhemaji,18,Assam,05-05-2020,Cases,0
310,Dibrugarh,18,Assam,05-05-2020,Cases,0
324,Baksa,18,Assam,05-05-2020,Cases,0
305,Nagaon,18,Assam,05-05-2020,Cases,0
300,Kokrajhar,18,Assam,05-05-2020,Cases,0
325,Darrang,18,Assam,05-05-2020,Cases,0
303,Barpeta,18,Assam,05-05-2020,Cases,0
319,Bongaigaon,18,Assam,05-05-2020,Cases,5
315,Dima Hasao,18,Assam,05-05-2020,Cases,0
317,Karimganj,18,Assam,05-05-2020,Cases,2
755,Charaideo,18,Assam,05-05-2020,Cases,0
760,Majuli,18,Assam,05-05-2020,Cases,0
756,Biswanath,18,Assam,05-05-2020,Cases,0
757,Hojai,18,Assam,05-05-2020,Cases,0
314,Karbi Anglong East,18,Assam,05-05-2020,Cases,0
759,West Karbi Anglong,18,Assam,05-05-2020,Cases,0
331,Dakshin Dinajpur,19,West Bengal,05-05-2020,Cases,0
332,Maldah,19,West Bengal,05-05-2020,Cases,2
333,Murshidabad,19,West Bengal,05-05-2020,Cases,2
340,Puruliya,19,West Bengal,05-05-2020,Cases,0
339,Bankura,19,West Bengal,05-05-2020,Cases,0
358,Palamu,20,Jharkhand,05-05-2020,Cases,3
347,Chatra,20,Jharkhand,05-05-2020,Cases,0
346,Garhwa,20,Jharkhand,05-05-2020,Cases,3
363,Jamtara,20,Jharkhand,05-05-2020,Cases,2
359,Latehar,20,Jharkhand,05-05-2020,Cases,0
361,Ramgarh,20,Jharkhand,05-05-2020,Cases,0
356,Lohardaga,20,Jharkhand,05-05-2020,Cases,0
366,Gumla,20,Jharkhand,05-05-2020,Cases,0
365,Khunti,20,Jharkhand,05-05-2020,Cases,0
369,Saraikela-kharsawan,20,Jharkhand,05-05-2020,Cases,0
357,Purbi Singhbhum,20,Jharkhand,05-05-2020,Cases,0
368,Pashchimi Singhbhum,20,Jharkhand,05-05-2020,Cases,0
392,Subarnapur,21,Odisha,05-05-2020,Cases,0
394,Nuapada,21,Odisha,05-05-2020,Cases,0
393,Balangir,21,Odisha,05-05-2020,Cases,2
391,Baudh,21,Odisha,05-05-2020,Cases,0
390,Kandhamal,21,Odisha,05-05-2020,Cases,0
774,Alipurduar,19,West Bengal,05-05-2020,Cases,0
776,Jhargram,19,West Bengal,05-05-2020,Cases,0
329,Cooch Behar,19,West Bengal,05-05-2020,Cases,0
330,Uttar Dinajpur,19,West Bengal,05-05-2020,Cases,0
352,Sahibganj,20,Jharkhand,05-05-2020,Cases,0
351,Godda,20,Jharkhand,05-05-2020,Cases,1
353,Pakur,20,Jharkhand,05-05-2020,Cases,0
362,Dumka,20,Jharkhand,05-05-2020,Cases,0
350,Deoghar,20,Jharkhand,05-05-2020,Cases,3
385,Nayagarh,21,Odisha,05-05-2020,Cases,0
380,Jagatsinghapur,21,Odisha,05-05-2020,Cases,1
397,Nabarangapur,21,Odisha,05-05-2020,Cases,0
396,Rayagada,21,Odisha,05-05-2020,Cases,0
398,Koraput,21,Odisha,05-05-2020,Cases,1
399,Malkangiri,21,Odisha,05-05-2020,Cases,0
384,Anugul,21,Odisha,05-05-2020,Cases,0
388,Ganjam,21,Odisha,05-05-2020,Cases,3
389,Gajapati,21,Odisha,05-05-2020,Cases,0
376,Mayurbhanj,21,Odisha,05-05-2020,Cases,0
375,Kendujhar,21,Odisha,05-05-2020,Cases,1
377,Baleshwar,21,Odisha,05-05-2020,Cases,24
371,Jharsuguda,21,Odisha,05-05-2020,Cases,2
370,Bargarh,21,Odisha,05-05-2020,Cases,0
373,Debagarh,21,Odisha,05-05-2020,Cases,1
372,Sambalpur,21,Odisha,05-05-2020,Cases,0
411,Mahasamund,22,Chhattisgarh,05-05-2020,Cases,0
